sid_name,served_arpt,fixes
KWEEN5.KWEEN,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,HMMPY KWEEN
KYLOW1.KYLOW,LAX,KYLOW
KZLOV2.WINNZ,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,KZLOV WINNZ
LGD1.LGD,LGD,LGD
LADYJ4.LADYJ,LAX,MLIBU LADYJ
LCH5.LCH,CXO DWH IAH,WEDRI HOURN LCH
LHS2.LHS,IYK,JAGEG MOVIA LHS
LAKPT3.ENI,1O2,CEVLA HEBLU ENI
LALUZ6.LALUZ,CHD DVT GEU GYR IWA SDL,FORPE LALUZ
LAMON4.LAMON,DIJ,LAMON
LAR1.LAR,LAR,LAR
LATVE3.LATVE,ELP,LATVE
LAVAA7.LAVAA,PDX,LAVAA
LAXX1.SLI,LAX,SLI
LBSTA8.LBSTA,BOS,LBSTA
LEDVE1.CEZ,CEZ,CEZ CEZ
LEEAH6.LEEAH,MIV,LEEAH
LEINY6.LEINY,MSP,TONCA BOTNE KUUGL LEINY
LEJON5.LEJON,SAT SSF,SAT LEJON
LOA4.LOA,AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME,WLLIS LOA
LVD3.LVD,WRG,LVD
LGANN1.LGANN,PSP,YUCCA LGANN
LGRHD3.LGRHD,CHS,LGRHD
LIBRT3.LIBRT,LYH,AGLOW BLAMS LIBRT
LIDDS4.LIDDS,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,KZLOV LIDDS
LIFRR2.LIFRR,FLL FXE HST MIA OPF PMP TMB X51,LIFRR BOBOE
LIHUE6.BOOKE,LIH,BOOKE
LILLI5.LILLI,JST,LILLI
LILLS3.LILLS,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,LAMDE LILLS
LNBRG2.LNBRG,HNM,SIPAE LNBRG
LINDZ1.LINDZ,ASE,LINDZ
LINSE2.LINSE,BWI DMW ESN FDK GAI MTN,TERPZ LINSE
LTLRV1.LTLRV,LLR,AMAKR ENI
LVK3.ALTAM,LVK,ALTAM
LVM2.LVM,LVM,
LIZRD5.LIZRD,APC,LIZRD
LLADN1.LLADN,W43,LLADN
LLIZY1.LLIZY,SDF,LLIZY
LLRGO1.LLRGO,PIE,INLTT LLRGO
LNDRE5.LNDRE,DAL,SHRAM LNDRE
LOHLA3.LOHLA,LAS,LOHLA
LOKRD1.LOKRD,SDF,LOKRD
LOUPE1.BMRNG,SJC,LOUPE SJC BMRNG
LOVEY8.LOVEY,CVG,MUMIE LOVEY
LOWGN8.LOWGN,DFW,LOWGN
LOZUL4.LOZUL,LXV,VUNOW LOZUL
LUCYL6.LUCYL,RIC,LUCYL
LFK3.LFK,AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME,KYANN COLET LFK
LUNDI2.LUNDI,AFO,HIPOX LUNDI
LURIC8.LURIC,54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,KNTKY PEETY DARTR MUSIQ CLAVN VELCO ENJOY LURIC
LWOOD5.LWOOD,RDU,FOCAL EPOCH LWOOD
MNITO1.GEG,SFF,GEG
MAREO5.MAREO,EYE GEZ HFY IND MQJ TYQ UMP,MAREO
MARFA2.MRF,T89,FONOS SOCCR COMAE MRF
MARIC4.MARIC,BFL,MARIC
MRRIC1.PXR,SDL,PXR
MARVN1.MARVN,05K,GOTFD MARVN
MAULA1.MAULA,MKK,MAULA
MAYNR3.MAYNR,FLL FXE HST MIA OPF PMP TMB X51,AUSTI MAYNR
MAYSA7.MAYSA,CHD DVT GEU GYR IWA SDL,ZEPER MAYSA
MKNLY4.TKA,FAI,PUYVO TKA
MCRAY2.MCRAY,IAD,HAYGR MCRAY
MEADO2.MEADO,BZN,MEADO
MEDOW5.MSP,MSP,HUSHH
MEARZ7.MEARZ,EYE GEZ HFY IND MQJ TYQ UMP,MEARZ
MECCA1.TRM,TRM,MECCA TRM
EKR4.EKR,EGE,MELVL EKR
MLB8.MLB,MLB,CAPEN
MELLR1.MELLR,GIC,FIDIT RIDIH MELLR
MELLZ2.MELLZ,HST TMB X51,DAYAK MELLZ
ENI1.ENI,O28,VICOR ENI
PAMR1.BGQ,MRI,BGQ
MESA1.MESA,FFZ,IFNUR
MIGGY3.MIGGY,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,JAXII MIGGY
MIKAA1.MIKAA,SNA,LIION CHOAK JAABB KLNCH DOLLF MIKAA
MINDN2.VIKES,MEV,IBWIC OZEDU VIKES
MINES1.MINES,05U,ZOKPU YANKU
MINGY1.MINGY,P52,MINGY
MINNE5.MINNE,PDX,MINNE
MISHN4.MISHN,SBA,MISHN
MZB2.MZB,SEE,MZB
MISTY6.HADOC,DNL HQU,PMPAS HARLE MISTY HADOC
MIXAE3.MIXAE,PBI,HEFFE MIXAE
MLTRE3.MLTRE,CHS,MLTRE
MMALT7.MMALT,54T 6R3 ARM AXH BYY CXO DWH EFD GLS HPY IWS LBX LVJ SGR T00 T41 T78 TME,MMALT MOOKI
MMORK1.MMORK,STS,MMORK
MMOTO2.MMOTO,SAN,ECHHO GOFUR MMOTO
MMUGS4.MMUGS,IAH,BOTLL MMUGS
MNZNO3.MNZNO,ABQ,DLSOL YUGLU CIANE MNZNO
MOBIE4.MOBIE,PHX,MOBIE
MOCAA4.MOCAA,TCM,ALDER MOCAA
MOLEN9.MOLEN,SFO,MOLEN
MKK5.MKK,HNL,MKK
MONAT4.MONAT,ROA,JEMES MONAT
MONKZ5.MONKZ,PWK UGN,ZYDEK MONKZ
MRY5.MRY,MRY,SHOEY
MTJ2.MTJ,MTJ,MTJ
MONMT3.JNC,GJT,JNC
MOOOS2.MOOOS,LAX,DTAIL MOOOS
MONTN2.SEA,SEA,
MOWGL2.MOWGL,TRK,MOWGL
MRBIL1.MRBIL,PHX,MRBIL YOTES
MRIAS3.MRIAS,CTB,MRIAS
MRSHH2.MRSHH,APA BJC CFO FNL GXY LMO,KRTMN MRSHH
MRSSH3.MRSSH,DFW,THHOR JJANE MRSSH
MUCKY3.MUCKY,3R9 AUS EDC GTU HYI RYW T74,PAYDA MUCKY
MUDDE3.MUDDE,OKC OUN PWA,GLOPS MUDDE
MUELR4.FIXIT,LAX,MUELR FIXIT
MUJUD1.MUJUD,TER,MUJUD
MUSEL8.MUSEL,SNA,MUSEL
FMG1.FMG,RNO,RIJTU FMG
MYCAR4.MYCAR,BKL CGF LNN LPR,OCIFR WHARS MYCAR
MYZNR3.MYZNR,BCT,CAWFE JAVAA CONAS MYZNR
MZULA5.IPPUG,MSO,IPPUG
MZULO3.MZULO,MCO,GERCK MZULO
NAKED6.NAKED,VDZ,BLIGH RANMO RAPYU NAKED
NANDR3.NANDR,50F ADS AFW CPT DTO F46 FTW FWS GKY GPM HQZ LNC LUD NFW RBD TKI WEA,CUZNO NANDR
NAPAA4.NAPAA,APC,SGD
NASSA2.NASSA,ATL,NASSA
NATCA5.NATCA,STL,NATCA
NDINA5.NDINA,DNL HQU,PMPAS ANNAN NDINA
NELLL1.NELLL,4S1,JAVIM NELLL
NELYN6.NELYN,DFW,NELYN
U142.DTA,U14,DTA
NEVUE3.NEVUE,ELP,NEVUE
UBG2.UBG,UAO,UBG
NUAL1.IPIHO,VNY,IPIHO
NIITE4.NIITE,SFO,NIITE
NIITZ4.NIITZ,LAS,NIITZ
NIKEI5.NIKEI,MEM,LRNCE NIKEI
NIKKL1.PDZ,ONT,PDZ
NIKOL2.NIKOL,MMH,NIKOL
NNOCE2.NNOCE,MIA,JAMBA KBOLA NNOCE
NOEND4.NOEND,ANC,EGKAJ LIFFE OUTER CRAFT RAMMA NOEND
OLS3.OLS,OLS,ARVEY TUS
NOKXI2.NOKXI,GJT,NOKXI
NORRA1.NORRA,AZC,SHAYM MMM
OTH7.OTH,OTH,OTH
NOTWN5.LAS,VGT,RUZCO LAS
ORT1.ORT,ORT,ORT
NPLII2.SAKKI,OGG,WMAUI ROXZZ ISSNO AARES SAKKI
NRVNA1.NRVNA,BFI,NRVNA
NTHNS6.NTHNS,LGA,KIWIE NTHNS CNRSE ASALT
NUBLE4.NUBLE,PWM,NUBLE
NUCLA2.NUCLA,AIB,PAROX
NUEVO8.EUGEN,OAK,SAPLY EUGEN
NUTIY1.NUTIY,ORF,SCTYP NUTIY
NYTES2.NYTES,ORL,NYTES
OBENE3.OBENE,ARR DPA LOT,OREOS OBENE
OCN1.OCN,OKB,OCN
ODKAE1.ODKAE,E38,ODKAE
OENNS1.OENNS,MMH,SEDOC OENNS
OFARO2.OFARO,EAT,JEXIT OFARO
OGD1.OGD,BMC,OGD
OKACO1.OKACO,L35,OKACO
OLAKE2.OLAKE,PBI,BAGGR OLAKE
OLEMS6.OLEMS,MEM,CASLN OLEMS
OLGUY3.OLGUY,OKC OUN PWA,BEEDI OLGUY
ONIZU1.ONIZU,KOA,ONIZU
ONOHI2.ONOHI,OGG,ONOHI
OPIHI3.OPIHI,HNL,OPIHI
OPTEC1.OPTEC,10U,HIDET WAMAN OPTEC
ORCKA5.ORCKA,LAX,KLIPR KEGGS COOPP ORCKA
ORELE1.ORELE,SMN,BRKWY LOWSE MEWLS NUBIE ORELE
ORNEY1.LHO,LGU,LHO ORNEY
OROSZ2.OROSZ,BUR,TILLR OROSZ
ORSKY3.ORSKY,ANE FCM MSP STP,ORSKY
OSHNN1.OSHNN,LAX,PEVEE HOLTZ OSHNN
OSPRY1.OSPRY,MCO,OSPRY
OWAYY1.OWAYY,LAL,OWAYY
OXFRD5.OXFRD,RDU,PEAVY OXFRD
OYODA2.OYODA,HND,OYODA
OZIEE4.OZIEE,APC,FIRTO OZIEE
OZWLD1.OZWLD,SEA,WUREL ATOME BREMM OZWLD
PADGT2.PADGT,ATL,PADGT
PADRZ2.PADRZ,CRQ MYF RNM SAN SDM SEE,GYWNN PADRZ
PALAY3.PALAY,HNL,PALAY
PALCO7.PALCO,STT,PALCO
PMD1.PMD,WJF,PMD
PALMR5.BGQ,PAQ,BGQ
PALMS4.CRP,AUS,CWK PALMS CRP
PARDN3.PARDN,BNA,KELLO PARDN
PARIS4.PARIS,ITO,SAPDE PARIS
PARKS4.PGS,GCN,GUCRU PGS
PSC1.PSC,PSC,PSC
PRB2.PRB,PRB,PRB
PATSS7.PATSS,BOS,PATSS
PAVYL3.PAVYL,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,SLVVA PAVYL
PEBLE6.PEBLE,SAN,MELDY PEBLE
PECKK2.PECKK,GEY,ZITKO PECKK
PEECE6.PEECE,HOU,PEECE VUH
PENCL2.PENCL,ATL,PENCL
PEPUC2.PEPUC,MYL,TATIE DECEP PEPUC
PRCH3.LAX,LAX,DINTY FICKY
PTRSG2.ZARUT,PSG,JERDU ZARUT
PEVEE6.PEVEE,SMO,WRASH PEEER SPRRW PEVEE
PFLYD1.PFLYD,CLE,PFLYD
PHIIL3.PHIIL,ATL,PHIIL
PXR1.PXR,IWA,PXR
PHYLI2.PHYLI,SGU,IYLAG PHYLI
PIEPE6.PIEPE,MEM,BEBIE PIEPE
PIGGN3.PIGGN,SNA,PIGGN
PIPLN1.PIPLN,HNL,PIPLN ENSKY
PITKN5.GLENO,ASE,BOYET LINDZ GLENO
PITZZ5.PITZZ,IAH,RODKL PITZZ
PLATA1.PLATA,FMN,PLATA
PLESS5.PLESS,ALN BLV CPS STL SUS,STL PLESS
PLMMR3.PLMMR,ATL,PLMMR
PLMTO3.PLMTO,CHS,LOIRN PLMTO
PNDAH2.PNDAH,LAX,PEVEE TANNN NNICE PNDAH
POAKE2.POAKE,SAF,POAKE
PIH4.PIH,U02,PIH
POM1.POM,ONT,POM
PORTT4.PORTT,EWR,BAGGA PORTT
POTER3.POTER,GYR,RUPOY POTER
POTOR2.POTOR,LWS,POTOR
POUNC2.POUNC,ATL,POUNC
PPKEO1.PPKEO,ITO,PPKEO
PPORT4.PPORT,MHT,TYLIR PPORT
PRC3.DRK,PRC,DRK
PROVO4.FFU,PVU,FFU
PTOMC2.PTOMC,JYO,PTOMC
PTRON9.PTRON,HOU,SAALT PTRON
PUBLO2.PUBLO,AEJ,CEMIP FETUB HIDMA COLLM PUB
PUHEE1.PUHEE,OGG,PUHEE TAAKA
PUYVO5.PUYVO,FAI,JIPEN HARRP
PVINE5.PVINE,RNO,PVINE
QUAKY1.QUAKY,PHX,QUAKY SNOBL
RADYR2.RADYR,LAS,RADYR
RAJEE4.RAJEE,ONT,SOEHL RAJEE
RAMBL6.RAMBL,DAL,XPRES RAMBL
RASLR3.RASLR,LAS,RASLR
RATPK3.RATPK,LAS,JENFR RATPK
RAYMD3.RAYMD,SDP,RAYMD
RDBUD4.RDBUD,AGS AIK,EAGAL SWANG RDBUD
RDFLG5.RDFLG,FAI,SHMMR
RDHSE1.RDHSE,SDF,HNNAN RDHSE
RDHWK3.RDHWK,OKC OUN PWA,OHYOU RDHWK
RDRNR3.RDRNR,ABQ,RDRNR
RDSOX1.RDSOX,MCO,RDSOX
READE7.READE,RIC,CARML READE
REBLL5.REBLL,DCA,REBLL
RDD1.RDD,O85,RBL
REGAE2.REGAE,FLL,PASTL REGAE
RETYR8.RETYR,HOU,RETYR MNNKE
REVSS6.REVSS,BOS,REVSS
RHONE3.RHONE,GJT,RHONE
RICHE3.BOOKE,LIH,BOOKE
RIF2.RIF,RIF,FABRI GILEY CHMIO DTA
RICHY7.SWR,TVL,SWR RICHY
RIDDG2.RIDDG,GPI,RIDDG
RITAA7.RITAA,IAH,BOTLL FLYZA WINEO RITAA
RAL2.PDZ,RAL,PDZ
RNLDI4.RNLDI,IAD,RNLDI
RST1.RST,ANE FCM MSP STP,FGT FOBUG DOKTR CORDY RST
ROCKT3.ROCKT,CVG,WADAL ROCKT
ROCKY1.ROCKY,EYE GEZ HFY IND MQJ TYQ UMP,TTH ROCKY
RONAN3.ANGIL,7S0,CIMRI TEPSE ANGIL
RONBE2.RONBE,ANK,UHIKI RONBE
RONHU2.RONHU,UKI,RONHU
RSCO4.VVERA,VNY,DSSRT BSHOW CCHUM KIMMO SLAPP JARZO VVERA
ROTRY6.ROTRY,STL,ROTRY
ROWEY1.ROWEY,DUB,ROWEY
ROYES7.ROYES,DAB,CRG
ROZBO5.ROZBO,RDU,EAGER ROZBO
RREHD1.RREHD,STS,RREHD
RUGGD3.RUGGD,SLC,BUBBY RUGGD
RVRCT4.RVRCT,SMF,RVRCT
RYPAX2.RYPAX,UKI,RYPAX
SABTH2.SABTH,DEN,SHOJO SABTH
SACAT3.SACAT,FFZ,SACAT
SAFRD1.SAFRD,SAD,SSO
SAHEY4.SAHEY,SFO,SAHEY
SALAD5.SALAD,OAK,SALAD
SAMMI4.SAMMI,AGS AIK DNL HQU,TRPLE BOGII SAMMI
SFO4.SFO,SFO,NORMM
SJC3.MOONY,SJC,MOONY
SSO1.SSO,CFT,SSO
SMO3.CHOII,SMO,CHOII
SARDD3.LINDZ,ASE,LINDZ
SAWGY3.OMN,JAX,CRG SAWGY OMN
SAYBR3.SAYBR,3R9 AUS EDC GTU HYI RYW T74,MUNCH SAYBR
SAYOW2.SAYOW,SAN,SAYOW
SBOAT1.SBOAT,LAL,WEMLA RAVME SBOAT
SCAMR4.SCAMR,HND,SCAMR
SCAPO7.SCAPO,HIO,SCAPO
SCHEP1.SCHEP,ANE FCM MSP STP,SCHEP
SCOT7.SCOT,SDL,JONHH
SCRAM6.SCRAM,DAA DCA IAD JYO MRB OKV,POOCH SCRAM
SCTWN4.SCTWN,SMF,SCTWN
SCUTA3.SCUTA,ROA,MASSY GERMS FANBO SCUTA
SLI8.SLI,LAX,SLI
SEBBY3.DAG,LAX,SLI SEBBY DAG
SEEMS1.SEEMS,HAF,SEEMS
SEGUL1.SEGUL,SFO,WAMMY SEGUL
WLK2.WLK,IAN,CITEM WLK
SELPH7.SELPH,MEM,BETYY SELPH
SETHY5.SETHY,BCB,SETHY
SEWAR1.SEWAR,SWD,TUJVE HEXEG WIXIR SEWAR
SHEDD4.SHEDD,CVO,SHEDD
SHPRD4.SHPRD,RDU,CATAR WLFFF SHPRD
SIEBE4.SIEBE,HLN,SIEBE
SLNT3.REBAS,OAK,REBAS
SILKS6.SILKS,CVG,SILKS
SVC2.SVC,SVC,FAAST
SINGG1.SINGG,3W7,SINGG
STKA1.SSR,SIT,SSR
SKIFF7.SKIFF,OXR,SKIFF
SKORR5.SKORR,JFK,SKORR
SKOTT2.SKOTT,GPI,FCA SKOTT
SKOWL2.DOOZI,KTN,DOOZI
SKWRL2.SKWRL,LAX,RCKYY SKWRL
SKYEE1.SKYEE,APA BJC CFO FNL GXY LMO,SATLE SKYEE
SKYL1.WAGES,OAK,WAGES
SLAPP2.SLAPP,BUR,RAYVE SLAPP
SLATR1.SLATR,EAN,SLATR
SLAYR4.SLAYR,MSP,BDOGG CLIKR KEYPR MCONL SLAYR
SLEEK2.SLEEK,DEN,STAKR AZARO SLEEK
SLENA2.SLENA,5C1 BAZ CVB PEZ RND SAT SKF SSF,YENNS LILJO SLENA
SLIDZ2.SLIDZ,PBI,SLIDZ FIXAS
SMERF7.SMERF,MSP,ZOGAP PAGOZ SMERF
SMKEY2.SMKEY,ATL,SMKEY
SMKKY1.SMKKY,MFR,BLAAZ SMKKY
SMLTZ3.SMLTZ,ATL,SMLTZ
SMMUR2.SMMUR,DEN,SOLAR SMMUR
SNAKO3.SNAKO,TWF,SNAKO
SNAPR2.SNAPR,FLL,SNAPR
SNDLR3.SNDLR,SUA,SNDLR
SNDRS3.SNDRS,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,JWELS SNDRS
SNGRA2.SNGRA,SJU,SNGRA CHAKA
SNIDR2.SNIDR,5C1 BAZ CVB PEZ RND SAT SKF SSF,WRKIT CHURN SNIDR
SNOBL6.SNOBL,CHD DVT GEU GYR IWA SDL,QUAKY SNOBL
SNOOZ5.SNOOZ,STX,SNOOZ
SNSET4.SNSET,DAL,RAMBL SNSET
SNSHN5.SNSHN,ONT,POM SNSHN
SNTNA2.SNTNA,SFO,KYNNG KRLOS SNTNA
SOKOY3.SOKOY,VCB,SOKOY
SOOKI5.SOOKI,DCA,SOOKI
SVALY2.FFU,SVR,FFU
SPACX2.SPACX,HHR,SPACX
SPK1.FFU,SPK,CALUB FFU
SPRKS1.FMG,RNO,FMG
SQA1.SQA,SLQ,CEPMO SQA
SPILR1.SPILR,SDF,SPILR
SPTNS1.TECKY,SJC,SPTNS TECKY
SQUAT5.SQUAT,RIL,GNBRL YIRDU SQUAT
SSOXS7.SSOXS,BOS,SSOXS
SSTIK5.SSTIK,SFO,SSTIK PORTE
SSYKO3.SSYKO,OKC OUN PWA,CASTN SSYKO
SJN9.SJN,PHX,SJN
STACO2.STACO,TVY,ZESER STACO
STAKK5.STAKK,HLN,STAKK
TFD4.TFD,PHX,TFD
STAYY4.STAYY,SNA,BIKKL HEFAY PAPAU LRREN HTCHR TANGL SHIRR DANAH STAYY
STEAD1.FMG,RTS,FMG
STHBY1.STHBY,LAX,KYLOW HSOLO STHBY
STIGR2.STIGR,L45,STIGR
STPHN3.STPHN,OKC OUN PWA,SQRRL STPHN
STRRM1.STRRM,PHX,BNYRD STRRM
STRYA8.STRYA,54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,KNTKY PEETY DARTR MUSIQ CLAVN STRYA
STUNO1.STUNO,CHS,GULLA STUNO
STYCK8.STYCK,54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,BBYSE SPICR WLLIS STYCK
SUDDZ1.SUDDZ,DEN,SCAGS FRNKE SUDDZ
SUMMA2.SUMMA,SEA,SUMMA
SUMMR2.SUMMR,LAX,DARRK SUMMR
SUNNE1.SUNNE,OAK,SUNNE
SUNOL1.SUNOL,SJC,SUNOL
SWEEP2.SWEEP,OGG,SWEEP
SWOPE1.SWOPE,ORF,GUMPP SWOPE
SWPFX3.SWPFX,CHS,PALLI SWPFX
SWTSR7.SWTSR,DAL,SHRAM LNDRE SWTSR
SWUNG2.SWUNG,SPF,SWUNG
TAFOY3.TAFOY,SAF,SAF TAFOY
LOW1.LOW,WYS,LO
TAZMO3.TAZMO,BNA,SAAMY TAZMO
TBIRD6.TBIRD,PBI,BAGGR TBIRD
TDOWN3.TDOWN,ELP,TDOWN
TEBRD3.TEBRD,OKC OUN PWA,BASSR TEBRD
TECKY4.TECKY,SJC,NEVSE TECKY
TEDDD5.TEDDD,STL,TEDDD
TERPZ8.TERPZ,BWI DMW ESN FDK GAI MTN,WONCE TERPZ
TETON3.KICNE,JAC,KICNE IDA
TRM6.TRM,PSP,TRM
THRPE3.THRPE,OKC OUN PWA,OLMPC THRPE
TIDES1.TIDES,SRQ VNC,PHINS TIDES
TIPPN3.TIPPN,BNA,RORRY TIPPN
TJANO2.TJANO,5C1 BAZ CVB PEZ RND SAT SKF SSF,LVACA TJANO
TNNIS6.TNNIS,LGA,JUTES TNNIS
TST2.TST,HSR,TST
TOLLZ2.TOLLZ,ORL,BELZR TOLLZ
TOMPY1.TOMPY,SHG,TOMPY
TPNGA3.SADDE,SMO,SADDE
TOPMM5.TOPMM,LGB,TOPMM
TRI9.GSO,GSO INT,GSO
TAD1.TAD,TAD,JOGEL RADIO
TRIXY5.TRIXY,MRB,TRIXY
TRMML4.TRMML,ARB CYQG DET DTW MTC ONZ OZW PTK TTF VLL YIP,LOALA TRMML
TRSHA1.TRSHA,GSO INT,WHAYN TRSHA
TRTON2.TRTON,LAX,TRTON DARRK
TRUCK5.TRUCK,TRK,TRUCK
TRUKN2.TRUKN,SFO,TRUKN
TRUMA1.TRUMA,SAA,TRUMA
TRUPR3.TRUPR,OKC OUN PWA,MOOON TRUPR
TRYTN4.TRYTN,DFW,TRRCH JAYXX TRYTN
TTAUN4.TTAUN,ADK,TTAUN YAKUL CAMIG LONOK
TUS9.TUS,TUS,TUS
NOT ASSIGNED,WHP,
TURPS2.TURPS,BCT,ROTHH TURPS
TURTY4.TURTY,AKW,IPIYA HUPDA PUYIP NESYI TURTY
TUVVO1.TUVVO,ARC,TUVVO
UCEEE2.UCEEE,LUK,UCEEE
UECKR6.UECKR,57C BUU ENW ETB HXF MKE MWC RAC UES,PRFEC OZAUK MAULT UECKR
UNK1.UNK,UNK,UNK
UYRIG5.UYRIG,RIL,TALJE UYRIG
VAMPS1.VAMPS,S50,VAMPS
VNY3.VNY,BUR,VNY
VARNM2.VARNM,ATL,VARNM
VEDAS5.VEDAS,VQS,VEDAS
FYU3.FYU,VEE,CUBRA FYU
VTU8.VTU,LAX,VTU
VERMO6.VERMO,SJU,VERMO
VICTO1.VICTO,MSO,QIANA VICTO
VRSTY3.VRSTY,ATL,VRSTY
VVERA2.VVERA,BUR VNY,CCHUM KIMMO SLAPP JARZO VVERA
WAGGE8.WAGGE,RNO,WAGGE
WALRU1.WALRU,33V,WALRU
WATFO6.WATFO,54T 6R3 AXH CXO DWH EFD GLS HPY IWS LBX LVJ SGR T00 T41 T78 TME,WATFO VUH
WVI4.WVI,WVI,SNS
WATTR1.WATTR,CLM,WATTR
WEAZL5.WEAZL,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,WHFRD WEAZL
WELLY3.WELLY,PBI,SLAAM WELLY
WENAS7.WENAS,YKM,WENAS
EAT2.EAT,EAT,EAT
ENV1.BVL,ENV,BVL
WENDY3.WENDY,OKC OUN PWA,POKSS WENDY
WENTZ1.WENTZ,TEB,DAVIM WENTZ RUUDY
WESLA5.WESLA,SFO,WESLA PORTE
WETSI2.WETSI,CDB,WETSI
WHAMY5.WHAMY,PDX,WHAMY
HIA5.HIA,BZN,BRIGR HIA
WHRLI7.WHRLI,STL,WHRLI
WIGLE3.WIGLE,ATL,BEECE WIGLE
ISN6.ISN,XWA,ISN
WILSY3.WILSY,MHK,MFARM WILSY
WINEP1.WINEP,2P2,OCEKA WINEP
WIPES1.WIPES,2S8,WIPES
WLDKT4.WLDKT,TUS,WLDKT
WLFRD2.WLFRD,PSE,ROJAN JAVIE WLFRD
WLKKR5.WLKKR,VNY,BOOGY LUVVY WLKKR
WLSTN7.WLSTN,ANE FCM MSP STP,WLSTN
WNGSS1.WNGSS,APA BJC CFO FNL GXY LMO,BUMPZ WNGSS
WNNDY3.WNNDY,LAX,JRGSN WNNDY
WNSKI2.WNSKI,PRC,WNSKI
WOBKA2.WOBKA,P34,WOBKA
OSI2.OSI,NUQ,OSI
WOOLY2.WOOLY,IAD,RAZZA WOOLY
WRING4.WRING,BFL,EHF WRING
WSTEX2.WSTEX,DFW,RBBIT LYNDE WSTEX
WUXOT1.DTA,41U,WUXOT DTA
WYLSN8.WYLSN,54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,WYLSN MONNT
WYLYY5.WYLYY,BOS,WYLYY CYOTI
WYNGS5.WYNGS,DCA,WYNGS
WYNNR4.WYNNR,SBP,MISHI WYNNR
XAVRR2.XAVRR,LUK,HOPRR XAVRR
XXWNG1.XXWNG,DEN,RIKKK XXWNG
YKM7.YKM,YKM,YKM TITON
O431.O43,O43,FABLO GLDEN
YMONT1.YMONT,41U,SANPT YMONT
YODUH2.YODUH,5C1 BAZ CVB PEZ RND SAT SKF SSF,SITHH YODUH
YOTES6.YOTES,CHD DVT GEU GYR IWA SDL,MRBIL YOTES
YUBBA1.YUBBA,AUN,MYV YUBBA
YUCCA1.YUCCA,PSP,FYTNN EYRSH YUCCA
ZAAPA5.ZAAPA,BKL CGF CLE LNN LPR,MOHUM ZAAPA
ZACHH4.ZACHH,DFW,ZERLU SWDIA ZACHH
ZAPPA4.ZAPPA,FLL,NOVAE PREDA
ZARLO2.ZARLO,EAT,PREBE UBIYO VECUS ZARLO
ZEBUV1.ZEBUV,7AK,ZEBUV
ZEFFR9.ZEFFR,RNO,ZEFFR EPOSE
ZELAN4.ZELAN,ATL,CPARK MPASS ZELAN
ZEPER2.ZEPER,PHX,ZEPER
ZETTR4.ZETTR,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,FLOKA ZETTR
ZIASE5.ZIASE,SAF,ZIASE
ZILKO1.ZILKO,PNP,ZILKO
ZILLA3.YKM,YKM,YKM
ZILLI5.ZILLI,LAX,TANDY ZILLI
ZIMMR3.ZIMMR,DEN,RALFI RAPDS PCKNS ZIMMR
ZIONZ1.ZIONZ,SLC,HOPTO ZIONZ
ZMBRO7.ZMBRO,ANE FCM MSP STP,JEDET ZMBRO
ZOOMM3.ZOOMM,LGB,CAHIL ZOOMM
ZUMIT5.ZUMIT,MEM,STVVV ZUMIT
ZUNGU1.ZUNGU,L08,ERNUF ZUNGU
ZZOOO4.ZZOOO,SAN,JETTI ZZOOO
ACONY3.SAPPO,SJU,ACONY PALDE SAPPO
ADELL7.AKMIE,ARR DPA GYY LOT,ACITO ADELL AKMIE
ADELL7.ARLYN,ARR DPA GYY LOT,ACITO ADELL AKMIE ARLYN
ADYOS3.GUP,ABQ,ADYOS BABYY BUSLE GUP
ADYOS3.ZUN,ABQ,ADYOS PNYON ZUN
AEROZ2.SJT,3R9 AUS EDC GTU HYI RYW T74,AMUSE AEROZ SJT
AGERS1.DUCEN,FLL,AGERS PERTS AARPS MMART ENWOD SEAZY DUCEN
AGERS1.HURGI,FLL,AGERS HURGI
AHEHU3.FANID,SMN,OMIXE AHEHU FANID
AHEHU3.FIPFE,SMN,OMIXE AHEHU FIPFE
AHMET4.EWC,BKL CGF LNN LPR,AHMET KKIDS ZAVEE EWC
AHMET4.NUSMM,BKL CGF LNN LPR,AHMET KKIDS NUSMM
AKUNA9.MLC,DFW,AKUNA TIKYS MLC
